,raw_avgHighPrice,raw_avgLowPrice,raw_highPriceVolume,raw_lowPriceVolume,proc_avgHighPrice,proc_avgLowPrice,proc_highPriceVolume,proc_lowPriceVolume
2026-06-11 18:00:00+00:00,10465,10457,49203,95339,12398,12392,34219,68809
2026-06-12 00:00:00+00:00,10509,10419,70809,154647,12383,12379,59087,108771
2026-06-12 06:00:00+00:00,10480,10444,23801,68258,12375,12367,54609,71130
2026-06-12 12:00:00+00:00,10459,10446,77963,189998,12373,12360,101516,299336
2026-06-12 18:00:00+00:00,10483,10448,57245,140000,12374,12370,57517,97842
2026-06-13 00:00:00+00:00,10457,10433,46096,149390,12382,12373,40459,112807
2026-06-13 06:00:00+00:00,10469,10435,19134,65552,12371,12367,21036,50267
2026-06-13 12:00:00+00:00,10337,10216,89949,373725,12368,12360,104721,150023
2026-06-13 18:00:00+00:00,10389,10369,21697,97150,12361,12363,75289,44449
2026-06-14 00:00:00+00:00,10357,10318,46426,165640,12368,12357,46431,141521
2026-06-14 06:00:00+00:00,10387,10360,31946,58222,12390,12389,35709,77852
2026-06-14 12:00:00+00:00,10330,10295,34025,52589,12380,12385,30864,41722
2026-06-14 18:00:00+00:00,10358,10351,36723,118973,12378,12390,36338,119609
2026-06-15 00:00:00+00:00,10288,10269,69499,147758,12388,12383,32388,109361
2026-06-15 06:00:00+00:00,10435,10350,41132,134830,12406,12386,100176,137705
2026-06-15 12:00:00+00:00,10381,10333,42960,115389,12376,12368,30599,124216
2026-06-15 18:00:00+00:00,10368,10349,62621,231936,12384,12377,125580,163501
2026-06-16 00:00:00+00:00,10322,10292,93695,211672,12385,12381,49853,150231
2026-06-16 06:00:00+00:00,10401,10398,36895,142615,12383,12375,52657,138809
2026-06-16 12:00:00+00:00,10424,10304,53670,152322,12366,12359,26739,132564
2026-06-16 18:00:00+00:00,10391,10336,33679,97115,12373,12359,44114,113196
2026-06-17 00:00:00+00:00,10318,10259,38330,162149,12379,12378,47065,86206
2026-06-17 06:00:00+00:00,10333,10318,56804,105851,12377,12375,17599,84783
2026-06-17 12:00:00+00:00,10362,10356,18736,103847,12371,12369,38414,80632
2026-06-17 18:00:00+00:00,10330,10314,30155,74630,12379,12375,26114,81603
2026-06-18 00:00:00+00:00,10331,10285,8997,48256,12414,12391,2745,44875
2026-06-18 06:00:00+00:00,10389,10354,16500,64697,12377,12373,43507,40573
2026-06-18 12:00:00+00:00,10385,10320,27160,98120,12361,12358,33821,69397
2026-06-18 18:00:00+00:00,10335,10336,8568,28481,12357,12352,25900,19151
2026-06-19 00:00:00+00:00,10319,10254,48482,85238,12374,12366,18912,54565
2026-06-19 06:00:00+00:00,10337,10327,19678,93090,12364,12361,43819,66786
